year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,2,825,830,-5,952,1015,-23,AA,313,N593AA,LGA,ORD,118,733,8,30,2013-01-02T13:00:00Z
2013,1,2,828,830,-2,1021,1012,9,B6,905,N281JB,JFK,ORD,138,740,8,30,2013-01-02T13:00:00Z
2013,1,2,836,751,45,1059,1001,58,EV,4420,N18120,EWR,MSP,180,1008,7,51,2013-01-02T12:00:00Z
2013,1,2,837,845,-8,1403,1350,13,AA,1357,N5FMAA,JFK,SJU,200,1598,8,45,2013-01-02T13:00:00Z
2013,1,2,844,843,1,1114,1125,-11,UA,1643,N29129,EWR,DEN,242,1605,8,43,2013-01-02T13:00:00Z
2013,1,2,856,859,-3,1050,1105,-15,DL,869,N338NB,EWR,DTW,88,488,8,59,2013-01-02T13:00:00Z
2013,1,2,858,859,-1,1135,1145,-10,DL,1747,N665DN,LGA,ATL,128,762,8,59,2013-01-02T13:00:00Z
2013,1,2,919,920,-1,1240,1245,-5,AA,721,N573AA,LGA,DFW,237,1389,9,20,2013-01-02T14:00:00Z
2013,1,2,933,924,9,1235,1233,2,DL,1109,N372NW,LGA,TPA,156,1010,9,24,2013-01-02T14:00:00Z
2013,1,2,933,929,4,1305,1231,34,UA,279,N421UA,EWR,FLL,161,1065,9,29,2013-01-02T14:00:00Z
2013,1,2,945,945,0,1113,1130,-17,AA,319,N545AA,LGA,ORD,119,733,9,45,2013-01-02T14:00:00Z
2013,1,2,955,1000,-5,1336,1341,-5,DL,1765,N707TW,JFK,SFO,362,2586,10,0,2013-01-02T15:00:00Z
2013,1,2,958,1000,-2,1211,1148,23,EV,4681,N12922,EWR,STL,174,872,10,0,2013-01-02T15:00:00Z
2013,1,2,1014,1015,-1,1215,1210,5,US,1103,N560UW,EWR,CLT,104,529,10,15,2013-01-02T15:00:00Z
2013,1,2,1024,1025,-1,1118,1129,-11,B6,1026,N621JB,JFK,BOS,35,187,10,25,2013-01-02T15:00:00Z
2013,1,2,1037,1039,-2,1400,1343,17,UA,1294,N13718,EWR,FLL,181,1065,10,39,2013-01-02T15:00:00Z
2013,1,2,1043,1045,-2,1259,1252,7,DL,1573,N318NB,LGA,MEM,168,963,10,45,2013-01-02T15:00:00Z
2013,1,2,1102,1115,-13,1430,1425,5,AA,2099,N3BXAA,LGA,MIA,168,1096,11,15,2013-01-02T16:00:00Z
2013,1,2,1109,1115,-6,1220,1226,-6,B6,24,N267JB,JFK,BTV,53,266,11,15,2013-01-02T16:00:00Z
2013,1,2,1115,1120,-5,1248,1250,-2,EV,5218,N730EV,LGA,PIT,60,335,11,20,2013-01-02T16:00:00Z
2013,1,2,1125,1020,65,1309,1223,46,EV,5026,N738EV,EWR,DTW,86,488,10,20,2013-01-02T15:00:00Z
2013,1,2,1156,1200,-4,1427,1430,-3,MQ,4658,N531MQ,LGA,ATL,125,762,12,0,2013-01-02T17:00:00Z
2013,1,2,1159,1200,-1,1512,1519,-7,DL,1443,N908DL,LGA,FLL,161,1076,12,0,2013-01-02T17:00:00Z
2013,1,2,1200,1145,15,1418,1335,43,WN,3018,N364SW,EWR,STL,176,872,11,45,2013-01-02T16:00:00Z
2013,1,2,1230,1235,-5,1408,1415,-7,MQ,4404,N837MQ,JFK,RDU,85,427,12,35,2013-01-02T17:00:00Z
2013,1,2,1239,1220,19,1328,1320,8,WN,1672,N941WN,EWR,BWI,36,169,12,20,2013-01-02T17:00:00Z
2013,1,2,1240,1245,-5,1538,1600,-22,AA,2253,N3BHAA,LGA,MIA,158,1096,12,45,2013-01-02T17:00:00Z
2013,1,2,1240,1245,-5,1521,1616,-55,DL,2174,N3751B,JFK,SLC,264,1990,12,45,2013-01-02T17:00:00Z
2013,1,2,1307,1315,-8,1518,1505,13,US,1615,N543UW,EWR,CLT,109,529,13,15,2013-01-02T18:00:00Z
2013,1,2,1318,1315,3,1626,1605,21,B6,393,N805JB,LGA,MCO,144,950,13,15,2013-01-02T18:00:00Z
2013,1,2,1328,1330,-2,1621,1641,-20,B6,355,N637JB,JFK,BUR,339,2465,13,30,2013-01-02T18:00:00Z
2013,1,2,1339,1335,4,1611,1608,3,B6,615,N353JB,JFK,JAX,133,828,13,35,2013-01-02T18:00:00Z
2013,1,2,1345,1240,65,1642,1555,47,AA,2041,N5CYAA,JFK,MIA,159,1089,12,40,2013-01-02T17:00:00Z
2013,1,2,1346,1350,-4,1548,1545,3,MQ,4577,N6EAMQ,LGA,CLT,103,544,13,50,2013-01-02T18:00:00Z
2013,1,2,1402,1400,2,1611,1604,7,EV,4370,N34110,EWR,CHS,111,628,14,0,2013-01-02T19:00:00Z
2013,1,2,1430,1430,0,1542,1550,-8,EV,5710,N830AS,LGA,IAD,52,229,14,30,2013-01-02T19:00:00Z
2013,1,2,1451,1455,-4,1707,1717,-10,9E,3793,N812AY,JFK,CLT,93,541,14,55,2013-01-02T19:00:00Z
2013,1,2,1452,1457,-5,1733,1730,3,B6,119,N279JB,JFK,MSY,196,1182,14,57,2013-01-02T19:00:00Z
2013,1,2,1519,1505,14,1852,1820,32,AA,759,N3FYAA,LGA,DFW,230,1389,15,5,2013-01-02T20:00:00Z
2013,1,2,1527,1510,17,1736,1710,26,MQ,4579,N527MQ,LGA,CLT,91,544,15,10,2013-01-02T20:00:00Z
2013,1,2,1528,1349,99,1755,1556,119,EV,4090,N18557,EWR,CVG,121,569,13,49,2013-01-02T18:00:00Z
2013,1,2,1529,1530,-1,1853,1855,-2,AA,1039,N3HLAA,JFK,FLL,159,1069,15,30,2013-01-02T20:00:00Z
2013,1,2,1530,1457,33,1910,1811,59,B6,61,N267JB,JFK,FLL,170,1069,14,57,2013-01-02T19:00:00Z
2013,1,2,1531,1530,1,1844,1842,2,DL,1935,N360NW,LGA,TPA,156,1010,15,30,2013-01-02T20:00:00Z
2013,1,2,1558,1600,-2,1923,1820,63,MQ,3985,N627MQ,JFK,CVG,118,589,16,0,2013-01-02T21:00:00Z
2013,1,2,1600,1553,7,1704,1710,-6,UA,479,N802UA,EWR,BOS,38,200,15,53,2013-01-02T20:00:00Z
2013,1,2,1609,1609,0,1924,1910,14,B6,157,N607JB,JFK,MCO,151,944,16,9,2013-01-02T21:00:00Z
2013,1,2,1615,1550,25,1846,1831,15,9E,3372,N901XJ,JFK,IND,116,665,15,50,2013-01-02T20:00:00Z
2013,1,2,1627,1630,-3,1805,1810,-5,UA,1051,N15712,EWR,CLE,75,404,16,30,2013-01-02T21:00:00Z
2013,1,2,1643,1625,18,1931,1921,10,UA,1641,N14106,EWR,MCO,142,937,16,25,2013-01-02T21:00:00Z
2013,1,2,1655,1655,0,1911,1921,-10,DL,995,N376NW,LGA,CVG,108,585,16,55,2013-01-02T21:00:00Z
2013,1,2,1701,1700,1,2031,1955,36,AA,257,N3BTAA,JFK,LAS,331,2248,17,0,2013-01-02T22:00:00Z
2013,1,2,1712,1700,12,1927,1939,-12,UA,509,N578UA,LGA,DEN,233,1620,17,0,2013-01-02T22:00:00Z
2013,1,2,1717,1645,32,2033,2005,28,AA,181,N338AA,JFK,LAX,335,2475,16,45,2013-01-02T21:00:00Z
2013,1,2,1720,1700,20,2022,2015,7,DL,1779,N325US,LGA,FLL,159,1076,17,0,2013-01-02T22:00:00Z
2013,1,2,1723,1729,-6,2026,2046,-20,DL,1185,N380DA,EWR,SLC,277,1969,17,29,2013-01-02T22:00:00Z
2013,1,2,1727,1730,-3,1920,1926,-6,US,449,N668AW,EWR,CLT,91,529,17,30,2013-01-02T22:00:00Z
2013,1,2,1805,1810,-5,1946,1945,1,MQ,4484,N725MQ,LGA,BNA,134,764,18,10,2013-01-02T23:00:00Z
2013,1,2,1828,1829,-1,2107,2053,14,DL,1407,N613DL,JFK,DTW,95,509,18,29,2013-01-02T23:00:00Z
2013,1,2,1830,1815,15,2103,2050,13,DL,926,N308DE,EWR,ATL,122,746,18,15,2013-01-02T23:00:00Z
2013,1,2,1835,1825,10,1942,1940,2,WN,2450,N461WN,EWR,BWI,36,169,18,25,2013-01-02T23:00:00Z
2013,1,2,1856,1900,-4,2021,2035,-14,WN,3414,N752SW,LGA,MKE,130,738,19,0,2013-01-03T00:00:00Z
2013,1,2,1900,1836,24,2038,2010,28,B6,130,N184JB,JFK,BUF,58,301,18,36,2013-01-02T23:00:00Z
2013,1,2,1907,1815,52,2137,2052,45,DL,884,N327NW,LGA,DEN,238,1620,18,15,2013-01-02T23:00:00Z
2013,1,2,1922,1925,-3,2225,2229,-4,DL,1485,N948DL,LGA,MCO,153,950,19,25,2013-01-03T00:00:00Z
2013,1,2,1948,1940,8,2253,2241,12,B6,381,N520JB,LGA,FLL,165,1076,19,40,2013-01-03T00:00:00Z
2013,1,2,1955,1930,25,2151,2135,16,9E,3420,N915XJ,JFK,RDU,82,427,19,30,2013-01-03T00:00:00Z
2013,1,2,2002,1945,17,2256,2329,-33,B6,645,N568JB,JFK,SFO,320,2586,19,45,2013-01-03T00:00:00Z
2013,1,2,2002,2000,2,2152,2128,24,UA,695,N503UA,LGA,ORD,137,733,20,0,2013-01-03T01:00:00Z
2013,1,2,2025,2015,10,2216,2210,6,MQ,4555,N737MQ,LGA,CMH,83,479,20,15,2013-01-03T01:00:00Z
2013,1,2,2041,2045,-4,NA,2359,NA,B6,147,N630JB,JFK,RSW,NA,1074,20,45,2013-01-03T01:00:00Z
2013,1,2,2054,2100,-6,2349,2343,6,B6,399,N613JB,LGA,MCO,148,950,21,0,2013-01-03T02:00:00Z
2013,1,2,2054,2100,-6,2224,2230,-6,WN,946,N443WN,LGA,MDW,131,725,21,0,2013-01-03T02:00:00Z
2013,1,2,2125,2110,15,2221,2212,9,EV,4404,N17108,EWR,PVD,29,160,21,10,2013-01-03T02:00:00Z
2013,1,2,2145,1925,140,54,2244,130,DL,2139,N368NW,LGA,MIA,159,1096,19,25,2013-01-03T00:00:00Z
2013,1,2,2215,2220,-5,142,121,21,B6,11,N606JB,JFK,FLL,159,1069,22,20,2013-01-03T03:00:00Z
2013,1,2,2303,2255,8,26,15,11,B6,112,N629JB,JFK,BUF,59,301,22,55,2013-01-03T03:00:00Z
2013,1,2,2337,2155,102,222,41,101,B6,43,N821JB,JFK,MCO,140,944,21,55,2013-01-03T02:00:00Z
2013,1,2,NA,1420,NA,NA,1644,NA,EV,4935,N759EV,EWR,ATL,NA,746,14,20,2013-01-02T19:00:00Z
2013,1,3,556,600,-4,900,858,2,B6,371,N508JB,LGA,FLL,163,1076,6,0,2013-01-03T11:00:00Z
2013,1,3,557,600,-3,909,856,13,B6,71,N807JB,JFK,TPA,172,1005,6,0,2013-01-03T11:00:00Z
2013,1,3,612,615,-3,853,842,11,DL,575,N365NB,EWR,ATL,135,746,6,15,2013-01-03T11:00:00Z
2013,1,3,614,615,-1,816,817,-1,US,1567,N767UW,JFK,CLT,98,541,6,15,2013-01-03T11:00:00Z
2013,1,3,616,559,17,913,916,-3,UA,1570,N18119,JFK,LAX,335,2475,5,59,2013-01-03T10:00:00Z
2013,1,3,622,630,-8,1128,1140,-12,AA,413,N3HLAA,JFK,SJU,202,1598,6,30,2013-01-03T11:00:00Z
2013,1,3,625,600,25,923,854,29,B6,507,N632JB,EWR,FLL,160,1065,6,0,2013-01-03T11:00:00Z
2013,1,3,629,630,-1,724,748,-24,UA,1483,N25705,EWR,BOS,35,200,6,30,2013-01-03T11:00:00Z
2013,1,3,631,630,1,1024,1014,10,US,245,N801AW,EWR,PHX,333,2133,6,30,2013-01-03T11:00:00Z
2013,1,3,715,715,0,1016,1027,-11,UA,1526,N77258,EWR,RSW,166,1068,7,15,2013-01-03T12:00:00Z
2013,1,3,733,736,-3,853,850,3,B6,44,N531JB,JFK,SYR,49,209,7,36,2013-01-03T12:00:00Z
2013,1,3,742,737,5,1038,1113,-35,B6,643,N524JB,JFK,SFO,327,2586,7,37,2013-01-03T12:00:00Z
2013,1,3,757,800,-3,1109,1124,-15,DL,2143,N326US,JFK,MIA,163,1089,8,0,2013-01-03T13:00:00Z
2013,1,3,759,805,-6,1019,1029,-10,9E,3538,N933XJ,JFK,MSP,164,1029,8,5,2013-01-03T13:00:00Z
2013,1,3,817,759,18,912,909,3,EV,4457,N16976,EWR,MHT,37,209,7,59,2013-01-03T12:00:00Z
2013,1,3,817,820,-3,1010,955,15,MQ,4655,N516MQ,LGA,BNA,149,764,8,20,2013-01-03T13:00:00Z
2013,1,3,821,825,-4,1035,1024,11,US,487,N601AW,JFK,CLT,102,541,8,25,2013-01-03T13:00:00Z
2013,1,3,828,834,-6,1138,1136,2,UA,457,N842UA,EWR,MCO,158,937,8,34,2013-01-03T13:00:00Z
2013,1,3,835,835,0,1102,1102,0,F9,835,N203FR,LGA,DEN,219,1620,8,35,2013-01-03T13:00:00Z
2013,1,3,837,840,-3,938,1003,-25,9E,3422,N916XJ,JFK,BOS,33,187,8,40,2013-01-03T13:00:00Z
2013,1,3,847,845,2,1147,1145,2,B6,59,N324JB,JFK,TPA,165,1005,8,45,2013-01-03T13:00:00Z
2013,1,3,850,829,21,1126,1046,40,EV,4250,N10575,EWR,IND,126,645,8,29,2013-01-03T13:00:00Z
2013,1,3,851,700,111,1206,1015,111,AA,2279,N3EWAA,LGA,MIA,167,1096,7,0,2013-01-03T12:00:00Z
2013,1,3,855,858,-3,1135,1118,17,EV,4364,N14153,EWR,MCI,190,1092,8,58,2013-01-03T13:00:00Z
2013,1,3,856,820,36,1107,1017,50,EV,4691,N21537,EWR,DAY,106,533,8,20,2013-01-03T13:00:00Z
2013,1,3,859,900,-1,1200,1220,-20,AA,647,N612AA,JFK,MIA,160,1089,9,0,2013-01-03T14:00:00Z
2013,1,3,912,919,-7,1011,1030,-19,B6,1004,N615JB,JFK,BOS,29,187,9,19,2013-01-03T14:00:00Z
2013,1,3,917,920,-3,1108,1108,0,B6,1103,N178JB,JFK,RDU,87,427,9,20,2013-01-03T14:00:00Z
2013,1,3,944,745,119,1112,930,102,AA,309,N578AA,LGA,ORD,128,733,7,45,2013-01-03T12:00:00Z
2013,1,3,955,958,-3,1120,1137,-17,UA,258,N831UA,LGA,ORD,124,733,9,58,2013-01-03T14:00:00Z
2013,1,3,957,1000,-3,1317,1325,-8,US,75,N676AW,EWR,PHX,301,2133,10,0,2013-01-03T15:00:00Z
2013,1,3,1000,1000,0,1213,1206,7,US,1177,N745VJ,LGA,CLT,103,544,10,0,2013-01-03T15:00:00Z
2013,1,3,1019,940,39,1334,1250,44,AA,1871,N3HFAA,LGA,MIA,156,1096,9,40,2013-01-03T14:00:00Z
2013,1,3,1024,1030,-6,1210,1215,-5,MQ,4471,N730MQ,LGA,RDU,82,431,10,30,2013-01-03T15:00:00Z
2013,1,3,1044,1050,-6,1358,1358,0,B6,373,N639JB,LGA,FLL,171,1076,10,50,2013-01-03T15:00:00Z
2013,1,3,1045,1040,5,1200,1203,-3,EV,4411,N22971,EWR,BUF,58,282,10,40,2013-01-03T15:00:00Z
2013,1,3,1126,1130,-4,1330,1332,-2,US,1085,N172US,LGA,CLT,105,544,11,30,2013-01-03T16:00:00Z
2013,1,3,1127,1130,-3,1357,1445,-48,UA,703,N510UA,JFK,LAX,305,2475,11,30,2013-01-03T16:00:00Z
2013,1,3,1144,1115,29,1251,1226,25,B6,24,N594JB,JFK,BTV,49,266,11,15,2013-01-03T16:00:00Z
2013,1,3,1156,1158,-2,1522,1502,20,B6,625,N273JB,JFK,HOU,248,1428,11,58,2013-01-03T16:00:00Z
2013,1,3,1205,1205,0,1527,1520,7,AA,743,N3CGAA,LGA,DFW,230,1389,12,5,2013-01-03T17:00:00Z
2013,1,3,1249,1251,-2,1554,1602,-8,UA,428,N433UA,LGA,IAH,221,1416,12,51,2013-01-03T17:00:00Z
2013,1,3,1255,1255,0,1602,1549,13,B6,991,N807JB,JFK,PBI,162,1028,12,55,2013-01-03T17:00:00Z
